epoch,lr,train_mse,train_mae,train_rmse,train_mape,train_r2,val_mse,val_mae,val_rmse,val_mape,val_r2,tiempo_epoca_s,its_por_s,muestras_por_s
1,0.0001,0.3844083960637284,0.48176029684952687,0.6200067709821631,182.33120744839277,0.6057643504029429,0.7764076780207788,0.7701262652669166,0.8811399877549417,53.58641169177707,-5.476156026309298,63.69023860000016,5.856470445064388,186.95172544070152
2,0.0001,0.21059714690723078,0.3609502807896554,0.4589086476710052,167.44714642780457,0.7824697631566984,0.8070619660144819,0.788008298005435,0.8983662760892586,53.86185789862039,-5.826505248079595,9.049456599999758,41.217944511719075,1315.769612067129
3,0.0001,0.18993084882172107,0.3413867341853353,0.43581056529382245,158.1857653555626,0.8036059680489236,0.6500647833257197,0.6810954356111611,0.8062659507418874,47.09673794880766,-4.598769024721126,8.895626999999877,41.930714945669955,1338.5228494855016
4,0.0001,0.1786168461869343,0.33054442545914514,0.4226308627951043,153.18685651980852,0.8143883779866475,0.6575464563271434,0.6817579619253624,0.81089238270386,47.19334920509574,-4.663143480438547,8.367369099998541,44.57793071421518,1423.0279383757645
5,0.0001,0.16793636222665392,0.3197235591597608,0.4098003931509265,148.57368410097178,0.8254252309271377,0.5604411903525546,0.6138335481951737,0.7486262020211119,43.08699378311839,-3.8609818448725437,7.8905180000001565,47.27192815477927,1509.0264035896964
6,0.0001,0.15904951731386457,0.3104986599533486,0.3988101268948227,144.57733621338588,0.8360233068506233,0.751225357776655,0.7395684837885329,0.8667325756983263,50.63730252190554,-5.4748944941255235,7.860675700001593,47.451391487874815,1514.7552773354569
7,0.0001,0.15188227149003938,0.30296169624246916,0.3897207609174027,141.07845153706074,0.8431691562507698,0.6885468597674288,0.6982801969928021,0.8297872376503683,47.78770809632396,-4.97579031875453,7.965415299999222,46.827439116707,1494.8373125003493
8,0.0001,0.1445102443660628,0.29512428599870844,0.38014503070020894,137.47257873574884,0.850313656018945,0.6998276828490582,0.6936060326205906,0.836557041001424,47.85705650303372,-5.16363885361714,7.585291299999881,49.174116754093,1569.7485474289151
9,0.0001,0.13799440167000185,0.28784755101339676,0.3714759772448305,133.32857811055496,0.8571504110291611,0.7615382515687713,0.7321319494050803,0.8726615905199284,50.20083601908995,-5.674220989004443,7.712556099999347,48.36269521592609,1543.846144600622
10,5e-05,0.13153148504391599,0.28039469517297505,0.36267269685477566,130.23281905652493,0.8636335675488334,0.9083707914319644,0.8222617092820786,0.953084881546216,55.99082301293861,-6.869430059583736,8.601622399999542,43.36391237076622,1384.2737388705455
11,5e-05,0.12881843411818333,0.27731582501618,0.3589128503107451,128.1579276773945,0.866569765415842,0.9326468110494187,0.8340989731431417,0.9657364086796245,56.92193852060849,-7.067354528682748,7.6757233000007545,48.59476891252233,1551.2544596284274
12,5e-05,0.12592167862681364,0.2740609917160525,0.3548544471002352,126.495471508705,0.8694312206151213,0.9671845729408395,0.8518035387255481,0.9834554249892771,58.01687821325977,-7.37600352493758,7.678921900000205,48.574527109071134,1550.6082956775067
13,5e-05,0.12307636559815494,0.2708816069934714,0.3508224131924227,124.84306986193577,0.8724548402797307,0.9466316971991889,0.8399424568484329,0.9729499972759078,57.18352835743698,-7.206802425843334,7.74232640000082,48.17673406276962,1537.909845805356
