epoch,lr,train_mse,train_mae,train_rmse,train_mape,train_r2,val_mse,val_mae,val_rmse,val_mape,val_r2,tiempo_epoca_s,its_por_s,muestras_por_s
1,0.0001,0.206289164162815,0.34147544192189533,0.4541906693920682,155.12210358436366,0.784367639414316,0.4288400097122415,0.5595535016259717,0.6548587708141669,41.18987709311485,-8.73250864715816,60.690658900000926,24.979132332339482,798.9532636298213
2,0.0001,0.13195680032490323,0.27420671252453627,0.3632585860305345,132.24739263439707,0.861263269543606,0.3633126898040994,0.4971667441881411,0.6027542532443048,36.50118582156975,-7.593951984537413,25.825004300000728,58.702797582882,1877.5989129263623
3,0.0001,0.11751537432882932,0.2569142937858125,0.34280515504996323,123.13515901564568,0.8764926596196674,0.5213539085779303,0.6073853686761934,0.7220484115195672,43.50753792458854,-11.635480152027922,32.25896969999849,46.99468129634875,1503.1168214898776
4,0.0001,0.10743931493289537,0.24488730566643077,0.3277793692911367,116.82762357213055,0.8869085156993047,0.4298735526021664,0.526609876942374,0.6556474301041425,39.32583792997217,-9.472705966893507,26.212323600000673,57.835391594202704,1849.855081142015
5,0.0001,0.09886600507985698,0.234509716327429,0.3144296504464186,111.15719893216206,0.8959174363438921,0.4572202892578963,0.5310715854373133,0.6761806631795206,40.38094907491404,-9.996245182304571,26.540501999999833,57.120245879298345,1826.9812681011197
6,0.0001,0.09115786750499802,0.22532568887678492,0.3019236120362202,105.92421892263651,0.9041087980608574,0.4979179039042147,0.5615223759110326,0.705632981020739,43.58861731540798,-10.579868880704284,24.55610290000004,61.73618045882995,1974.6211439763888
7,5e-05,0.08278249378065589,0.21421562568250288,0.287719470631822,100.52226475511465,0.9131316130571704,0.36247301997404724,0.46009399584534816,0.6020573228306814,35.08832985532978,-7.547496195771598,26.8818908000012,56.39484258301995,1803.7793680791915
8,5e-05,0.07891980927405967,0.2094448800952508,0.28092669733234626,97.63856099427734,0.9169520002388045,0.444426721743955,0.5195943979495408,0.6666533745087885,39.506401009481834,-9.360833950553749,27.364289399998597,55.40067121202416,1771.980967282216
9,5e-05,0.07530019984926742,0.20466680233246073,0.27440881882561174,95.2162513147595,0.9208915037671118,0.3253228568090434,0.42001983770940887,0.5703708064137254,32.50354877072811,-6.66056867024799,23.984035100000256,63.208713366166805,2021.7198564723367
10,5e-05,0.07212800561796934,0.20052448383294932,0.26856657576468695,93.18716748244749,0.9241890535577549,0.4047271804509094,0.4831793244826082,0.6361817196767834,36.63315376495284,-8.479032098167476,24.158778499999244,62.75151701068195,2007.096509453138
11,5e-05,0.06886885030172722,0.19594861054211993,0.2624287528106004,90.78328219226933,0.9273735920851233,0.5027809268681344,0.5598077392653066,0.709070466786013,42.276601964102376,-10.84535919986537,28.835425100000066,52.57422058952051,1681.5774288689051
12,5e-05,0.06594295866495335,0.19192707310887924,0.25679361102829906,88.74507205167531,0.9305141341696328,0.459639572272881,0.5221398350293542,0.6779672353977595,39.83205521047838,-9.738985107609155,25.85670240000036,58.630832986652585,1875.2971376581775
13,5e-05,0.06325714837154102,0.18783341300968398,0.25150973812467187,86.90009472961117,0.9334594801855942,0.46078982478646957,0.5250849538069966,0.6788150151451201,39.798627826272146,-9.906170515149782,25.892449799999667,58.54988661598253,1872.7080818749187
14,2.5e-05,0.05957394986287595,0.1823395492662317,0.24407775372384094,84.58202373420696,0.9372561194712361,0.47704284931795804,0.5374582794286805,0.6906828862205564,40.340795682265615,-10.253734778901128,24.933292399999118,60.80223885715365,1944.7491820214532
15,2.5e-05,0.05829011177302904,0.18030455076243848,0.24143345205880035,83.55981552746157,0.938966547717097,0.471518858020453,0.5305633810426175,0.686672307596901,40.00505797510785,-10.092033772639146,27.858730800000558,54.417410860654485,1740.5315535766988
16,2.5e-05,0.057018411924656155,0.17851625031460366,0.23878528414593758,82.68734573562195,0.9401377157130055,0.42819378934404734,0.5004753371035155,0.6543651804184322,37.63625026709162,-9.10299726354025,28.883014799999728,52.487595581608545,1678.8067428473726
17,2.5e-05,0.05576507828695006,0.17660627840226067,0.23614630695174985,81.77868942845743,0.9414437935261805,0.5403966126176452,0.5832276498463104,0.7351167340073583,43.82450102960398,-11.615953750764515,28.161441500000365,53.83247160838625,1721.8223719122961
